1,"","","","","","","","","","",""
Jackson Purchase Medical Center ,107 ,0 ,107 ,107 ,"5,314 ","20,125 ","5,321 ","20,118 ",55 ,3.8 ,51.5%
Lourdes Hospital ,286 ,45 ,331 ,198 ,"9,631 ","45,578 ","9,656 ","46,863 ",125 ,4.9 ,37.7%
Murray Calloway  County Hospital ,140 ,0 ,140 ,105 ,"4,709 ","22,505 ","5,324 ","22,964 ",62 ,4.3 ,44.0%
Parkway Regional Hospital ,50 ,0 ,50 ,50 ,"1,707 ","5,411 ","1,703 ","5,568 ",15 ,3.3 ,29.6%
Western Baptist Hospital ,349 ,0 ,349 ,288 ,"13,302 ","65,103 ","13,283 ","65,182 ",178 ,4.9 ,51.1%
"",932 ,45 ,977 ,748 ,"34,663 ","158,722 ","35,287 ","160,695 ",435 ,4.6 ,44.5%
2,"","","","","","","","","","",""
Crittenden County Hospital ,48 ,0 ,48 ,48 ,"1,866 ","6,140 ","1,705 ","6,182 ",17 ,3.6 ,35.0%
FHC Cumberland Hall ,0 ,48 ,48 ,48 ,"1,084 ","13,824 ","1,071 ","14,003 ",38 ,13.1 ,78.9%
Jennie Stuart Medical Center Inc ,194 ,0 ,194 ,139 ,"6,889 ","28,776 ","6,838 ","29,575 ",79 ,4.3 ,40.6%
Muhlenberg Community Hospital ,90 ,0 ,90 ,90 ,"3,032 ","10,462 ","3,025 ","10,437 ",29 ,3.5 ,31.8%
Regional Medical Center of Hopkins Co ,348 ,22 ,370 ,200 ,"10,073 ","44,713 ","9,860 ","44,713 ",123 ,4.5 ,33.1%
Western State Hospital ,0 ,495 ,495 ,222 ,"2,565 ","49,725 ","2,547 ","62,857 ",136 ,24.7 ,27.5%
"",680 ,565 ,"1,245 ",747 ,"25,509 ","153,640 ","25,046 ","167,767 ",421 ,6.7 ,33.8%
3,"","","","","","","","","","",""
Methodist Hospital ,184 ,8 ,192 ,192 ,"6,847 ","30,684 ","6,853 ","30,871 ",84 ,4.5 ,43.8%
Owensboro Medical Health Sy stem ,415 ,12 ,427 ,303 ,"17,484 ","64,623 ","17,573 ","64,623 ",177 ,3.7 ,41.5%
River Valley Behavioral Health ,0 ,80 ,80 ,80 ,608 ,"12,916 ",618 ,"13,133 ",35 ,21.3 ,44.2%
4,"","","","","","","","","","",""
Greenview Regional Hospital ,211 ,0 ,211 ,211 ,"4,804 ","19,125 ","4,802 ","19,349 ",52 ,4.0 ,24.8%
Logan Memorial Hospital ,92 ,0 ,92 ,57 ,"2,486 ","9,831 ","2,502 ","10,222 ",27 ,4.1 ,29.3%
Monroe County Medical Center ,49 ,0 ,49 ,49 ,"2,460 ","10,048 ","2,481 ","10,101 ",28 ,4.1 ,56.2%
Rivendell Behavioral Health Services ,0 ,72 ,72 ,72 ,350 ,"25,674 ",359 ,"24,342 ",70 ,67.8 ,97.7%
T J Samson Community Hospital ,165 ,15 ,180 ,165 ,"8,051 ","29,596 ","8,032 ","29,270 ",81 ,3.6 ,45.0%
The Medical Center At Bowling Green ,294 ,36 ,330 ,302 ,"14,466 ","68,081 ","14,078 ","67,406 ",187 ,4.8 ,56.5%
"",811 ,123 ,934 ,856 ,"32,617 ","162,355 ","32,254 ","160,690 ",445 ,5.0 ,47.6%
5,"","","","","","","","","","",""
Flaget Memorial Hospital ,40 ,0 ,40 ,40 ,"2,563 ","8,350 ","2,545 ","8,256 ",23 ,3.2 ,57.2%
Hardin Memorial Hospital ,270 ,15 ,285 ,253 ,"12,263 ","55,844 ","12,237 ","55,520 ",153 ,4.5 ,53.7%
Lincoln Trail Behavioral Health System ,0 ,59 ,59 ,59 ,882 ,"19,330 ",884 ,"21,207 ",53 ,24.0 ,89.8%
Spring View Hospital ,75 ,0 ,75 ,75 ,"1,998 ","6,974 ","2,000 ","6,894 ",19 ,3.4 ,25.5%
Twin Lakes Regional Medical Center ,75 ,0 ,75 ,75 ,"2,909 ","11,202 ","2,903 ","10,907 ",31 ,3.8 ,40.9%
"",460 ,74 ,534 ,502 ,"20,615 ","101,700 ","20,569 ","102,784 ",279 ,5.0 ,52.2%
6,"","","","","","","","","","",""
