1,"","","","","","","","","","",""
Jackson Purchase Medical Center ,107 ,0 ,107 ,107 ,"4,350 ","16,336 ","4,369 ","16,355 ",45 ,3.7 ,41.7%
Lourdes Hospital ,286 ,45 ,331 ,198 ,"9,373 ","45,686 ","9,381 ","46,703 ",125 ,5.0 ,37.7%
Marshall County Hospital ,46 ,0 ,46 ,46 ,900 ,"3,135 ",903 ,"3,142 ",9 ,3.5 ,18.6%
Murray Calloway  County Hospital ,140 ,0 ,140 ,105 ,"4,813 ","22,643 ","4,808 ","23,082 ",62 ,4.8 ,44.2%
Parkway Regional Hospital ,50 ,0 ,50 ,50 ,"1,646 ","5,647 ","1,640 ","5,625 ",15 ,3.4 ,30.9%
Western Baptist Hospital ,349 ,0 ,349 ,288 ,"13,052 ","65,781 ","13,100 ","65,992 ",180 ,5.0 ,51.5%
"",978 ,45 ,"1,023 ",794 ,"34,134 ","159,228 ","34,201 ","160,899 ",435 ,4.7 ,42.5%
2,"","","","","","","","","","",""
Crittenden County Hospital ,48 ,0 ,48 ,50 ,"1,797 ","5,941 ","1,800 ","5,954 ",16 ,3.3 ,33.8%
FHC Cumberland Hall ,0 ,48 ,48 ,48 ,"1,164 ","16,709 ","1,165 ","16,413 ",46 ,14.1 ,95.1%
Jennie Stuart Medical Center Inc ,194 ,0 ,194 ,139 ,"6,153 ","28,142 ","6,146 ","28,069 ",77 ,4.6 ,39.6%
Muhlenberg Community Hospital ,90 ,0 ,90 ,90 ,"3,050 ","10,422 ","3,070 ","10,447 ",28 ,3.4 ,31.6%
Regional Medical Center of Hopkins Co ,348 ,22 ,370 ,231 ,"9,822 ","42,754 ","9,660 ","42,754 ",117 ,4.4 ,31.6%
Western State Hospital ,0 ,495 ,495 ,222 ,"2,404 ","47,266 ","2,393 ","47,662 ",129 ,19.9 ,26.1%
"",680 ,565 ,"1,245 ",780 ,"24,390 ","151,234 ","24,234 ","151,299 ",413 ,6.2 ,33.2%
3,"","","","","","","","","","",""
Methodist Hospital ,184 ,8 ,192 ,184 ,"7,135 ","33,846 ","7,155 ","33,934 ",92 ,4.7 ,48.2%
Owensboro Medical Health Sy stem ,415 ,12 ,427 ,303 ,"17,426 ","64,202 ","17,517 ","64,202 ",175 ,3.7 ,41.1%
River Valley Behavioral Health ,0 ,80 ,80 ,80 ,594 ,"12,003 ",604 ,"12,205 ",33 ,20.2 ,41.0%
"",599 ,100 ,699 ,567 ,"25,155 ","110,051 ","25,276 ","110,341 ",301 ,4.4 ,43.0%
4,"","","","","","","","","","",""
Greenview Regional Hospital ,211 ,0 ,211 ,211 ,"4,881 ","20,016 ","4,889 ","25,772 ",55 ,5.3 ,25.9%
Logan Memorial Hospital ,92 ,0 ,92 ,57 ,"2,315 ","9,533 ","2,329 ","9,550 ",26 ,4.1 ,28.3%
Monroe County Medical Center ,49 ,0 ,49 ,49 ,"2,380 ","9,570 ","2,380 ","9,586 ",26 ,4.0 ,53.4%
Rivendell Behavioral Health Services ,0 ,72 ,72 ,72 ,480 ,"25,647 ",466 ,"25,178 ",70 ,54.0 ,97.3%
T J Samson Community Hospital ,165 ,15 ,180 ,165 ,"8,109 ","29,940 ","8,176 ","30,199 ",82 ,3.7 ,45.4%
The Medical Center At Bowling Green ,266 ,36 ,302 ,302 ,"14,270 ","70,437 ","13,967 ","70,426 ",192 ,5.0 ,63.7%
The Medical Center At Scottsville ,47 ,0 ,47 ,47 ,500 ,"2,036 ",499 ,"1,998 ",6 ,4.0 ,11.8%
"",830 ,123 ,953 ,903 ,"32,935 ","167,179 ","32,706 ","172,709 ",457 ,5.3 ,47.9%
5,"","","","","","","","","","",""
Flaget Memorial Hospital ,40 ,0 ,40 ,40 ,"2,473 ","7,253 ","2,490 ","7,369 ",20 ,3.0 ,49.5%
