1 PURCHASE,"","","","","","","","","","",""
Jackson Purchase Medical Center ,107 ,0 ,107 ,107 ,"4,939 ","17,720 ","4,617 ","17,621 ",49 ,3.8 ,45.4%
Lourdes Hospital ,286 ,45 ,331 ,208 ,"11,236 ","53,211 ","11,493 ","54,143 ",146 ,4.7 ,44.0%
Murray Calloway County Hospital ,140 ,0 ,140 ,105 ,"5,213 ","22,730 ","5,232 ","23,030 ",62 ,4.4 ,44.5%
Parkway Regional Hospital ,50 ,0 ,50 ,50 ,"1,457 ","4,211 ","1,458 ","4,601 ",12 ,3.2 ,23.1%
Western Baptist Hospital ,349 ,0 ,349 ,288 ,"13,467 ","66,063 ","13,461 ","65,996 ",181 ,4.9 ,51.9%
"",932 ,45 ,977 ,758 ,"36,312 ","163,935 ","36,261 ","165,391 ",449 ,4.6 ,46.0%
2 PENNYRILE,"","","","","","","","","","",""
Crittenden County Hospital ,48 ,0 ,48 ,48 ,"1,605 ","5,346 ","1,606 ","5,346 ",15 ,3.3 ,30.5%
Cumberland Hall ,0 ,48 ,48 ,48 ,997 ,"13,315 ","1,004 ","13,191 ",36 ,13.1 ,76.0%
Jennie Stuart Medical Center ,194 ,0 ,194 ,139 ,"7,169 ","30,465 ","7,097 ","32,209 ",83 ,4.5 ,43.0%
Muhlenberg Community Hospital ,90 ,0 ,90 ,90 ,"2,904 ","10,372 ","2,915 ","10,394 ",28 ,3.6 ,31.6%
Regional Medical Center of Hopkins Co ,348 ,22 ,370 ,164 ,"9,722 ","38,995 ","9,496 ","38,314 ",107 ,4.0 ,28.9%
Western State Hospital ,0 ,495 ,495 ,222 ,"2,215 ","47,106 ","2,229 ","53,395 ",129 ,24.0 ,26.1%
"",680 ,565 ,"1,245 ",711 ,"24,612 ","145,599 ","24,347 ","152,849 ",399 ,6.3 ,32.0%
3 GREEN RIVER,"","","","","","","","","","",""
Methodist Hospital ,184 ,8 ,192 ,184 ,"6,503 ","27,743 ","6,497 ","27,638 ",76 ,4.3 ,39.6%
