1 PURCHASE,"","","","","","","","","","",""
Jackson Purchase Medical Center ,107 ,0 ,107 ,102 ,"4,298 ","18,192 ","4,311 ","18,215 ",50 ,4.2 ,46.6%
Lourdes Hospital ,286 ,45 ,331 ,220 ,"10,680 ","49,086 ","10,451 ","48,536 ",134 ,4.6 ,40.6%
Murray Calloway County Hospital ,140 ,12 ,152 ,110 ,"4,811 ","22,322 ","4,799 ","16,981 ",61 ,3.5 ,40.2%
Parkway Regional Hospital ,50 ,0 ,50 ,50 ,"1,402 ","3,945 ","1,392 ","3,788 ",11 ,2.7 ,21.6%
Western Baptist Hospital ,349 ,0 ,349 ,294 ,"14,598 ","66,511 ","14,605 ","66,622 ",182 ,4.6 ,52.2%
"",932 ,57 ,989 ,776 ,"35,789 ","160,056 ","35,558 ","154,142 ",439 ,4.3 ,44.3%
2 PENNYRILE,"","","","","","","","","","",""
Crittenden Health System ,48 ,0 ,48 ,48 ,"1,588 ","5,208 ","1,586 ","5,166 ",14 ,3.3 ,29.7%
Cumberland Hall ,0 ,56 ,56 ,56 ,"1,242 ","18,002 ","1,251 ","17,883 ",49 ,14.3 ,88.1%
Jennie Stuart Medical Center ,194 ,0 ,194 ,139 ,"6,333 ","28,502 ","7,156 ","30,139 ",78 ,4.2 ,40.3%
Muhlenberg Community Hospital ,90 ,0 ,90 ,90 ,"1,799 ","7,529 ","2,059 ","6,760 ",21 ,3.3 ,22.9%
Regional Medical Center of Hopkins Co ,348 ,22 ,370 ,157 ,"8,462 ","34,951 ","8,074 ","34,350 ",96 ,4.3 ,25.9%
Western State Hospital ,0 ,495 ,495 ,222 ,"1,972 ","34,192 ","1,973 ","34,475 ",94 ,17.5 ,18.9%
"",680 ,573 ,"1,253 ",712 ,"21,396 ","128,384 ","22,099 ","128,773 ",352 ,5.8 ,28.1%
3 GREEN RIVER,"","","","","","","","","","",""
Methodist Hospital ,184 ,8 ,192 ,184 ,"5,250 ","24,367 ","5,222 ","24,439 ",67 ,4.7 ,34.8%
Owensboro Medical Health System ,415 ,12 ,427 ,322 ,"17,136 ","70,423 ","17,132 ","70,467 ",193 ,4.1 ,45.2%
River Valley Behavioral Health ,0 ,80 ,80 ,80 ,631 ,"18,742 ",628 ,"18,742 ",51 ,29.8 ,64.2%
"",599 ,100 ,699 ,586 ,"23,017 ","113,532 ","22,982 ","113,648 ",311 ,4.9 ,44.5%
4 BARREN RIVER,"","","","","","","","","","",""
Greenview Regional Hospital ,211 ,0 ,211 ,211 ,"3,327 ","13,289 ","3,339 ","13,277 ",36 ,4.0 ,17.3%
Logan Memorial Hospital ,75 ,0 ,75 ,53 ,"1,456 ","6,154 ","1,463 ","6,189 ",17 ,4.2 ,22.5%
Monroe County Medical Center ,49 ,0 ,49 ,49 ,"2,160 ","9,975 ","2,165 ","10,025 ",27 ,4.6 ,55.8%
Rivendell Behavioral Health Services ,0 ,125 ,125 ,125 ,"1,000 ","39,561 ","1,017 ","38,264 ",108 ,37.6 ,86.7%
T J Samson Community Hospital ,180 ,0 ,180 ,180 ,"6,100 ","21,160 ","6,110 ","21,178 ",58 ,3.5 ,32.2%
The Medical Center At Bowling Green ,285 ,24 ,309 ,309 ,"15,389 ","77,654 ","16,265 ","77,501 ",213 ,4.8 ,68.9%
"",800 ,149 ,949 ,927 ,"29,432 ","167,793 ","30,359 ","166,434 ",460 ,5.5 ,48.4%
5 LINCOLN TRAIL,"","","","","","","","","","",""
Flaget Memorial Hospital ,40 ,0 ,40 ,40 ,"2,536 ","8,176 ","2,542 ","8,203 ",22 ,3.2 ,56.0%
Hardin Memorial Hospital ,270 ,15 ,285 ,253 ,"12,605 ","55,808 ","12,610 ","55,826 ",153 ,4.4 ,53.6%
Lincoln Trail Behavioral Health System ,0 ,87 ,87 ,87 ,"1,215 ","26,454 ","1,218 ","26,375 ",72 ,21.7 ,83.3%
Spring View Hospital ,75 ,0 ,75 ,75 ,"1,895 ","6,575 ","1,893 ","6,676 ",18 ,3.5 ,24.0%
Twin Lakes Regional Medical Center ,75 ,0 ,75 ,75 ,"3,343 ","11,668 ","3,340 ","11,364 ",32 ,3.4 ,42.6%
"",460 ,102 ,562 ,530 ,"21,594 ","108,681 ","21,603 ","108,444 ",298 ,5.0 ,53.0%
6 KIPDA,"","","","","","","","","","",""
Baptist Hospital East ,468 ,22 ,490 ,490 ,"29,390 ","131,837 ","29,353 ","135,247 ",361 ,4.6 ,73.7%
Baptist Hospital Northeast ,90 ,0 ,90 ,90 ,"3,036 ","12,033 ","3,038 ","11,983 ",33 ,3.9 ,36.6%
Central State Hospital ,0 ,192 ,192 ,112 ,"1,166 ","23,640 ","1,178 ","27,109 ",65 ,23.0 ,33.7%
Jewish Hospital & St Mary's Healthcare ,412 ,20 ,432 ,432 ,"19,982 ","108,924 ","19,942 ","109,063 ",298 ,5.5 ,69.1%
Jewish Hospital Shelbyville ,76 ,0 ,76 ,66 ,"2,052 ","8,397 ","2,041 ","8,434 ",23 ,4.1 ,30.3%
Kentucky Correctional Psychiatric Ctr ,0 ,97 ,97 ,87 ,861 ,"20,049 ",879 ,"20,622 ",55 ,23.5 ,56.6%
Norton Audubon Hospital ,432 ,0 ,432 ,262 ,"13,059 ","66,310 ","13,055 ","65,780 ",182 ,5.0 ,42.1%
Norton Brownsboro Hospital ,127 ,0 ,127 ,98 ,"4,312 ","15,435 ","4,280 ","15,226 ",42 ,3.6 ,33.3%
Norton Hsp/Kosair Chdrn Hsp/Norton ,859 ,46 ,905 ,612 ,"27,051 ","162,239 ","27,073 ","161,366 ",444 ,6.0 ,49.1%
