1 PURCHASE,"","","","","","","","","","",""
Jackson Purchase Medical Center ,107 ,0 ,107 ,97 ,"4,162 ","17,225 ","4,182 ","17,118 ",47 ,4.1 ,44.1%
Lourdes Hospital ,286 ,45 ,331 ,228 ,"10,918 ","51,137 ","10,921 ","51,710 ",140 ,4.7 ,42.3%
Murray Calloway County Hospital ,140 ,0 ,140 ,97 ,"4,162 ","19,227 ","4,090 ","19,315 ",53 ,4.7 ,37.6%
Parkway Regional Hospital ,50 ,0 ,50 ,50 ,"1,483 ","3,984 ","1,486 ","4,173 ",11 ,2.8 ,21.8%
Western Baptist Hospital ,349 ,0 ,349 ,294 ,"14,585 ","66,382 ","14,584 ","66,455 ",182 ,4.6 ,52.1%
"",932 ,45 ,977 ,766 ,"35,310 ","157,955 ","35,263 ","158,771 ",433 ,4.5 ,44.3%
2 PENNYRILE,"","","","","","","","","","",""
Crittenden Health System ,48 ,0 ,48 ,48 ,"1,613 ","5,711 ","1,623 ","5,711 ",16 ,3.5 ,32.6%
Cumberland Hall ,0 ,56 ,56 ,56 ,"1,433 ","17,317 ","1,418 ","17,142 ",47 ,12.1 ,84.7%
Jennie Stuart Medical Center ,194 ,0 ,194 ,139 ,"6,905 ","31,583 ","6,952 ","32,426 ",87 ,4.7 ,44.6%
Muhlenberg Community Hospital ,90 ,0 ,90 ,90 ,"2,272 ","8,651 ","2,277 ","8,670 ",24 ,3.8 ,26.3%
Regional Medical Center of Hopkins Co ,348 ,22 ,370 ,157 ,"9,112 ","37,921 ","8,924 ","37,430 ",104 ,4.2 ,28.1%
Western State Hospital ,0 ,495 ,495 ,222 ,"1,914 ","35,616 ","1,923 ","33,106 ",98 ,17.2 ,19.7%
"",680 ,573 ,"1,253 ",712 ,"23,249 ","136,799 ","23,117 ","134,485 ",375 ,5.8 ,29.9%
3 GREEN RIVER,"","","","","","","","","","",""
Methodist Hospital ,184 ,8 ,192 ,184 ,"5,590 ","25,294 ","5,627 ","25,865 ",69 ,4.6 ,36.1%
