CALLOW AY,,,,,,,,,,,
Murray Calloway County Hospital ,128,0,128,110,"4,137","19,068","4,141","19,109",52,4.6,40.80%
GRAVES,,,,,,,,,,,
Jack son Purchase Medical Center ,95,12,107,106,"3,770","16,790","3,641","15,231",46,4.2,43.00%
MCCRACKEN,,,,,,,,,,,
Baptist Health Paducah ,312,0,312,292,"11,783","53,850","11,792","53,875",148,4.6,47.30%
Lourdes Hospital ,286,45,331,213,"12,009","47,163","10,070","43,447",129,4.3,39.00%
CHRISTIAN,,,,,,,,,,,
Cum berland Hall ,0,97,97,97,"1,627","20,472","1,622","20,404",56,12.6,57.80%
Jennie Stuart Medical Center ,194,0,194,139,"4,771","18,213","4,856","18,203",50,3.7,25.70%
W estern State Hospital ,0,495,495,114,"1,954","49,628","1,972","38,198",136,19.4,27.50%
CRIT T ENDEN,,,,,,,,,,,
Crittenden Health System ,48,0,48,48,"1,111","3,639","1,120","4,062",10,3.6,20.80%
HOPKINS,,,,,,,,,,,
Baptist Health Madisonville ,312,22,334,175,"7,014","36,594","7,025","36,704",100,5.2,30.00%
MUHLENBERG,,,,,,,,,,,
Owensboro Health Muhlenberg ,90,0,90,90,"1,428","6,647","1,434","6,787",18,4.7,20.20%
DAVIESS,,,,,,,,,,,
Owensboro Health Regional Hospital ,415,12,427,316,"16,419","74,737","16,626","72,363",205,4.4,48.00%
River Valley Behavioral Health ,0,80,80,80,685,"8,309",671,"6,564",23,9.8,28.50%
HENDERSON,,,,,,,,,,,
Methodist Hospital ,184,8,192,184,"4,219","18,138","4,235","17,277",50,4.1,25.90%
BARREN,,,,,,,,,,,
T  J Sam son Com m unity Hospital ,180,0,180,180,"5,463","17,555","5,519","17,633",48,3.2,26.70%
LOGAN,,,,,,,,,,,
Logan Mem orial Hospital ,75,0,75,52,950,"4,178",959,"4,178",11,4.4,15.30%
MONROE,,,,,,,,,,,
Monroe County Medical Center ,49,0,49,49,"1,493","6,518","1,517","6,588",18,4.3,36.40%
W ARREN,,,,,,,,,,,
Greenview Regional Hospital ,211,0,211,211,"4,480","16,927","4,494","16,913",46,3.8,22.00%
Rivendell Behavioral Health Services ,0,125,125,125,"1,182","27,071","1,183","26,525",74,22.4,59.30%
T he Medical Center At Bowling Green ,285,24,309,309,"16,124","84,166","16,205","84,198",231,5.2,74.60%
GRAYSON,,,,,,,,,,,
T win Lakes Regional Medical Center ,75,0,75,75,"3,060","11,528","3,067","11,554",32,3.8,42.10%
HARDIN,,,,,,,,,,,
Hardin Mem orial Hospital ,270,15,285,253,"12,494","51,997","12,523","52,265",142,4.2,50.00%
Lincoln Trail Behavioral Health System ,0,111,111,111,"1,330","15,167","1,432","15,894",42,11.1,37.40%
MARION,,,,,,,,,,,
Spring View Hospital ,75,0,75,75,"1,334","4,129","1,351","4,187",11,3.1,15.10%
NELSON,,,,,,,,,,,
Flaget Mem orial Hospital ,52,0,52,40,"2,187","10,393","2,187","10,337",28,4.7,54.80%
JEFFERSON,,,,,,,,,,,
Baptist Health Louisville ,468,22,490,490,"26,748","127,113","25,753","126,815",348,4.9,71.10%
Central State Hospital ,0,192,192,112,692,"16,699",689,"14,977",46,21.7,23.80%
Jewish Hospital & St Mary's Healthcare ,412,20,432,320,"16,247","86,932","16,322","86,932",238,5.3,55.10%
Norton Audubon Hospital ,432,0,432,302,"14,249","78,328","14,274","78,656",215,5.5,49.70%
Norton Brownsboro Hospital ,127,0,127,124,"8,682","32,663","8,691","32,947",89,3.8,70.50%
Norton Hsp/Kosair Chdrn Hsp/Norton ,859,46,905,649,"28,615","175,506","28,649","175,844",481,6.1,53.10%
Norton W om en's and Kosair Children's ,373,0,373,359,"16,003","71,907","16,011","71,504",197,4.5,52.80%
Our Lady of Peace ,0,396,396,211,"8,396","58,952","8,366","58,484",162,7,40.80%
Saints Mary And Elizabeth Hospital ,298,0,298,174,"8,200","35,697","8,221","35,722",98,4.3,32.80%
T he Brook  - Dupont ,0,76,76,76,"1,708","17,751","1,710","17,877",49,10.5,64.00%
T he Brook  Hospital - KMI ,0,86,86,86,"1,778","19,753","1,764","19,075",54,10.8,62.90%
University Of Louisville Hospital ,384,20,404,333,"17,697","90,677","17,697","87,726",248,5,61.50%
