1,"","","","","","","","","","",""
Jackson Purchase Medical Center ,107 ,0 ,107 ,107 ,"4,766 ","17,543 ","4,739 ","17,550 ",48 ,3.7 ,44.9%
Lourdes Hospital ,286 ,45 ,331 ,198 ,"9,630 ","45,487 ","9,627 ","46,704 ",125 ,4.9 ,37.7%
Marshall County Hospital ,46 ,0 ,46 ,46 ,978 ,"3,558 ",978 ,"3,562 ",10 ,3.6 ,21.2%
Murray Calloway County Hospital ,140 ,0 ,140 ,97 ,"5,074 ","26,259 ","4,993 ","26,351 ",72 ,5.3 ,51.4%
Parkway Regional Hospital ,50 ,0 ,50 ,50 ,"1,780 ","5,711 ","1,760 ","5,639 ",16 ,3.2 ,31.3%
Western Baptist Hospital ,349 ,0 ,349 ,288 ,"13,003 ","66,907 ","12,967 ","66,925 ",183 ,5.2 ,52.5%
"",978 ,45 ,"1,023 ",786 ,"35,231 ","165,465 ","35,064 ","166,731 ",453 ,4.8 ,44.3%
2,"","","","","","","","","","",""
Caldwell County Hospital Inc ,48 ,0 ,48 ,48 ,"1,102 ","3,084 ","1,096 ","3,077 ",8 ,2.8 ,17.6%
Crittenden County Hospital ,48 ,0 ,48 ,48 ,"1,710 ","5,287 ","1,706 ","5,289 ",14 ,3.1 ,30.2%
FHC Cumberland Hall ,0 ,48 ,48 ,48 ,"1,010 ","15,269 ",993 ,"15,248 ",42 ,15.4 ,87.2%
Jennie Stuart Medical Center Inc ,194 ,0 ,194 ,138 ,"6,319 ","29,414 ","6,435 ","28,001 ",81 ,4.4 ,41.5%
Livingston Hosp And Healthcare Svcs Inc ,26 ,0 ,26 ,26 ,"1,030 ","3,476 ","1,031 ","3,469 ",10 ,3.4 ,36.6%
Muhlenberg Community Hospital ,90 ,0 ,90 ,90 ,"3,279 ","10,935 ","3,263 ","10,965 ",30 ,3.4 ,33.3%
Regional Medical Ctr Of Hopkins Co ,348 ,22 ,370 ,250 ,"13,413 ","58,916 ","13,287 ","58,916 ",161 ,4.4 ,43.6%
Trigg County Hospital Inc ,15 ,0 ,15 ,15 ,417 ,"1,395 ",418 ,"1,427 ",4 ,3.4 ,25.5%
Western State Hospital ,0 ,495 ,495 ,222 ,"1,995 ","39,857 ","1,966 ","33,770 ",109 ,17.2 ,22.1%
