CALLOW AY,,,,,,,,,,,
Murray Calloway County Hospital ,128,0,128,110,"4,023","17,478","4,054","17,462",48,4.3,37.30%
GRAVES,,,,,,,,,,,
Jack son Purchase Medical Center ,95,12,107,106,"3,504","17,617","3,484","17,422",48,5,45.00%
MCCRACKEN,,,,,,,,,,,
Baptist Health Paducah ,312,0,312,292,"10,978","50,459","10,970","50,678",138,4.6,44.20%
Lourdes Hospital ,286,45,331,213,"10,612","49,419","10,608","49,557",135,4.7,40.80%
CHRISTIAN,,,,,,,,,,,
Cum berland Hall ,0,97,97,97,"1,601","21,355","1,590","21,228",58,13.4,60.20%
Jennie Stuart Medical Center ,194,0,194,123,"4,796","18,658","4,894","18,749",51,3.8,26.30%
W estern State Hospital ,0,495,495,114,"2,050","44,127","2,048","43,720",121,21.3,24.40%
CRIT TENDEN,,,,,,,,,,,
Crittenden Health System ,48,0,48,48,789,"3,262",791,"3,248",9,4.1,18.60%
HOPKINS,,,,,,,,,,,
Baptist Health Madisonville ,312,22,334,167,"7,628","39,438","7,641","39,533",108,5.2,32.30%
MUHLENBERG,,,,,,,,,,,
Owensboro Health Muhlenberg ,90,0,90,90,"1,060","5,120","1,071","5,252",14,4.9,15.50%
DAVIESS,,,,,,,,,,,
Owensboro Health Regional Hospital ,415,12,427,316,"16,625","75,104","16,822","74,749",205,4.4,48.10%
River Valley Behavioral Health ,0,80,80,80,931,"12,921",935,"14,228",35,15.2,44.10%
HENDERSON,,,,,,,,,,,
Methodist Hospital ,184,8,192,120,"4,048","18,379","3,966","17,407",50,4.4,26.20%
BARREN,,,,,,,,,,,
T  J Sam son Com m unity Hospital ,180,0,180,180,"5,310","17,552","5,325","17,434",48,3.3,26.60%
LOGAN,,,,,,,,,,,
Logan Mem orial Hospital ,75,0,75,52,815,"3,364",814,"3,364",9,4.1,12.30%
Kentuck y Correctional Psychiatric Ctr ,0,97,97,76,799,"17,531",808,"18,069",48,22.4,49.40%
SHELBY,,,,,,,,,,,
Jewish Hospital Shelbyville ,70,0,70,30,935,"2,795",939,"2,809",8,3,10.90%
BOONE,,,,,,,,,,,
St Elizabeth Florence ,131,22,153,153,"10,866","39,163","10,829","40,009",107,3.7,69.90%
CAMPBELL,,,,,,,,,,,
St Elizabeth Ft T hom as ,245,0,245,106,"6,864","28,180","6,868","28,945",77,4.2,31.40%
KENT ON,,,,,,,,,,,
Northkey Com m unity Care Intensive Serv ,0,51,51,34,504,"3,535",509,"3,543",10,7,18.90%
St Elizabeth Edgewood ,462,44,506,506,"27,397","121,031","27,867","122,367",331,4.4,65.40%
FLEMING,,,,,,,,,,,
Flem ing County Hospital ,52,0,52,52,885,"3,381",913,"3,281",9,3.6,17.80%
MASON,,,,,,,,,,,
Meadowview Regional Medical Center ,100,0,100,85,"2,133","6,028","2,036","5,916",16,2.9,16.50%
MONTGOMERY,,,,,,,,,,,
St Joseph Mount Sterling Hosp ,42,0,42,42,"1,760","6,917","1,764","6,922",19,3.9,45.00%
ROW AN,,,,,,,,,,,
St Claire Medical Center ,119,20,139,139,"5,341","20,853","5,305","21,060",57,4,41.00%
BOYD,,,,,,,,,,,
Kings Daughters Medical Center ,401,27,428,428,"14,467","59,766","14,339","58,620",163,4.1,38.20%
GREENUP,,,,,,,,,,,
Our Lady of Bellefonte Hospital ,158,32,190,190,"6,650","30,285","6,649","30,429",83,4.6,43.60%
LAW RENCE,,,,,,,,,,,
T hree Rivers Medical Center ,71,19,90,90,"2,469","8,880","2,450","8,938",24,3.6,27.00%
FLOYD,,,,,,,,,,,
Highlands Regional Medical Center ,151,23,174,156,"4,310","19,122","4,323","15,021",52,3.5,30.00%
JOHNSON,,,,,,,,,,,
Paul B Hall Regional Medical Center ,72,0,72,72,"1,790","6,471","1,793","6,365",18,3.5,24.60%
PIKE,,,,,,,,,,,
Pik eville Medical Center ,260,0,260,260,"14,665","82,677","14,587","82,891",226,5.7,86.90%
T ug Valley ARH Regional Medical ,113,0,113,94,"2,815","8,031","2,948","9,490",22,3.2,19.40%
BREATHITT,,,,,,,,,,,
Kentuck y River Medical Center ,55,0,55,55,"2,198","5,755","2,221","5,755",16,2.6,28.60%
LETCHER,,,,,,,,,,,
W hitesburg ARH Hospital ,90,0,90,90,"3,481","12,517","3,937","15,325",34,3.9,38.00%
PERRY,,,,,,,,,,,
Hazard ARH Regional Medical Center ,238,100,338,338,"11,331","66,613","11,688","74,513",182,6.4,53.80%
BELL,,,,,,,,,,,
