1,"","","","","","","","","","",""
JACKSON PURCHASE MEDICAL CENTER ,93 ,0 ,93 ,93 ,"4,513 ","16,293 ","4,559 ","16,305 ",45 ,3.6 ,48.0%
LOURDES HOSPITAL ,286 ,45 ,331 ,194 ,"9,400 ","43,843 ","9,427 ","45,267 ",120 ,4.8 ,36.3%
MARSHALL COUNTY HOSPITAL ,46 ,0 ,46 ,46 ,911 ,"3,683 ",909 ,"3,700 ",10 ,4.1 ,21.9%
MURRAY CALLOWAY COUNTY HOSPITAL ,140 ,0 ,140 ,81 ,"6,946 ","34,090 ","6,933 ","28,127 ",93 ,4.1 ,66.7%
PARKWAY REGIONAL HOSPITAL ,50 ,0 ,50 ,50 ,"1,720 ","4,813 ","2,021 ","4,739 ",13 ,2.3 ,26.4%
WESTERN BAPTIST HOSPITAL ,349 ,0 ,349 ,272 ,"14,272 ","69,489 ","14,247 ","69,425 ",190 ,4.9 ,54.6%
"",964 ,45 ,"1,009 ",736 ,"37,762 ","172,211 ","38,096 ","167,563 ",472 ,4.4 ,46.8%
2,"","","","","","","","","","",""
CALDWELL COUNTY HOSPITAL INC ,48 ,0 ,48 ,48 ,"1,118 ","3,494 ","1,123 ","3,469 ",10 ,3.1 ,19.9%
CRITTENDEN COUNTY HOSPITAL ,48 ,0 ,48 ,48 ,"2,112 ","6,428 ","2,108 ","6,444 ",18 ,3.1 ,36.7%
FHC CUMBERLAND HALL ,0 ,48 ,48 ,48 ,"1,100 ","13,334 ","1,107 ","13,889 ",37 ,12.5 ,76.1%
JENNIE STUART MEDICAL CENTER INC ,194 ,0 ,194 ,156 ,"5,930 ","25,027 ","5,914 ","24,405 ",69 ,4.1 ,35.3%
LIVINGSTON HOSP AND HEALTHCARE SVCS ,26 ,0 ,26 ,26 ,"1,116 ","4,078 ","1,113 ","4,053 ",11 ,3.6 ,43.0%
MUHLENBERG COMMUNITY HOSPITAL ,90 ,0 ,90 ,90 ,"3,160 ","11,531 ","3,158 ","11,554 ",32 ,3.7 ,35.1%
REGIONAL MEDICAL CTR OF HOPKINS CO ,368 ,22 ,390 ,251 ,"12,701 ","42,110 ","12,587 ","42,110 ",115 ,3.3 ,29.6%
TRIGG COUNTY HOSPITAL INC ,15 ,0 ,15 ,15 ,356 ,"1,189 ",348 ,"1,181 ",3 ,3.4 ,21.7%
WESTERN STATE HOSPITAL ,0 ,495 ,495 ,222 ,"1,497 ","45,669 ","1,497 ","54,895 ",125 ,36.7 ,25.3%
"",789 ,565 ,"1,354 ",904 ,"29,090 ","152,860 ","28,955 ","162,000 ",419 ,5.6 ,30.9%
3,"","","","","","","","","","",""
METHODIST HOSPITAL ,177 ,8 ,185 ,185 ,"7,876 ","37,470 ","7,873 ","43,321 ",103 ,5.5 ,55.5%
METHODIST HOSPITAL UNION COUNTY ,25 ,0 ,25 ,15 ,647 ,"2,440 ",635 ,"2,425 ",7 ,3.8 ,26.7%
OHIO COUNTY HOSPITAL ,49 ,0 ,49 ,49 ,"1,155 ","4,168 ","1,157 ","4,168 ",11 ,3.6 ,23.3%
OWENSBORO MERCY HEALTH SYSTEM ,415 ,12 ,427 ,303 ,"18,443 ","77,002 ","17,597 ","73,302 ",211 ,4.2 ,49.4%
RIVER VALLEY BEHAVIORAL HEALTH ,0 ,80 ,80 ,80 ,550 ,"18,183 ",566 ,"18,729 ",50 ,33.1 ,62.3%
"",666 ,100 ,766 ,632 ,"28,671 ","139,263 ","27,828 ","141,945 ",382 ,5.1 ,49.8%
4,"","","","","","","","","","",""
CAVERNA MEMORIAL HOSPITAL ,30 ,0 ,30 ,30 ,543 ,"1,984 ",543 ,"2,002 ",5 ,3.7 ,18.1%
GREENVIEW REGIONAL HOSPITAL ,211 ,0 ,211 ,211 ,"4,225 ","17,432 ","4,207 ","21,491 ",48 ,5.1 ,22.6%
