1 PURCHASE,"","","","","","","","","","",""
Jackson Purchase Medical Center ,107 ,0 ,107 ,93 ,"3,778 ","16,548 ","3,772 ","16,530 ",45 ,4.4 ,42.4%
Lourdes Hospital ,286 ,45 ,331 ,220 ,"10,823 ","48,051 ","10,941 ","49,213 ",132 ,4.5 ,39.8%
Murray Calloway County Hospital ,128 ,12 ,140 ,121 ,"5,208 ","25,083 ","5,230 ","22,479 ",69 ,4.3 ,49.1%
Parkway Regional Hospital ,50 ,0 ,50 ,50 ,"1,111 ","3,555 ","1,105 ","3,403 ",10 ,3.1 ,19.5%
Western Baptist Hospital ,349 ,0 ,349 ,292 ,"14,572 ","65,775 ","14,590 ","65,773 ",180 ,4.5 ,51.6%
"",920 ,57 ,977 ,776 ,"35,492 ","159,012 ","35,638 ","157,398 ",436 ,4.4 ,44.6%
2 PENNYRILE,"","","","","","","","","","",""
Crittenden Health System ,48 ,0 ,48 ,48 ,"1,346 ","5,295 ","1,343 ","5,242 ",15 ,3.9 ,30.2%
Cumberland Hall ,0 ,56 ,56 ,56 ,"1,115 ","18,632 ","1,101 ","18,389 ",51 ,16.7 ,91.2%
Jennie Stuart Medical Center ,194 ,0 ,194 ,139 ,"5,808 ","24,829 ","6,527 ","25,218 ",68 ,3.9 ,35.1%
Muhlenberg Community Hospital ,90 ,0 ,90 ,90 ,"2,038 ","7,766 ","2,033 ","7,922 ",21 ,3.9 ,23.6%
Regional Medical Center of Hopkins Co ,348 ,22 ,370 ,157 ,"7,004 ","29,896 ","6,998 ","29,700 ",82 ,4.2 ,22.1%
Western State Hospital ,0 ,495 ,495 ,207 ,"1,946 ","36,984 ","1,945 ","36,603 ",101 ,18.8 ,20.5%
"",680 ,573 ,"1,253 ",697 ,"19,257 ","123,402 ","19,947 ","123,074 ",338 ,6.2 ,27.0%
3 GREEN RIVER,"","","","","","","","","","",""
Methodist Hospital ,184 ,8 ,192 ,184 ,"5,448 ","24,550 ","5,457 ","24,389 ",67 ,4.5 ,35.0%
Owensboro Medical Health System ,415 ,12 ,427 ,322 ,"17,502 ","73,605 ","17,553 ","75,037 ",202 ,4.3 ,47.2%
River Valley Behavioral Health ,0 ,80 ,80 ,80 ,612 ,"14,668 ",636 ,"15,996 ",40 ,25.2 ,50.2%
"",599 ,100 ,699 ,586 ,"23,562 ","112,823 ","23,646 ","115,422 ",309 ,4.9 ,44.2%
4 BARREN RIVER,"","","","","","","","","","",""
Greenview Regional Hospital ,211 ,0 ,211 ,211 ,"3,549 ","13,789 ","3,529 ","13,809 ",38 ,3.9 ,17.9%
Logan Memorial Hospital ,75 ,0 ,75 ,53 ,"1,465 ","5,943 ","1,478 ","6,335 ",16 ,4.3 ,21.7%
Monroe County Medical Center ,49 ,0 ,49 ,49 ,"2,194 ","9,694 ","2,180 ","9,619 ",27 ,4.4 ,54.2%
