1 PURCHASE,"","","","","","","","","","",""
CALLOWAY,"","","","","","","","","","",""
Murray Calloway County Hospital ,128 ,0 ,128 ,110 ,"4,446 ","18,916 ","4,441 ","16,333 ",52 ,3.7 ,40.5%
GRAVES,"","","","","","","","","","",""
Jackson Purchase Medical Center ,107 ,0 ,107 ,93 ,"3,660 ","15,817 ","3,672 ","15,789 ",43 ,4.3 ,40.5%
MCCRACKEN,"","","","","","","","","","",""
Baptist Health Paducah ,345 ,0 ,345 ,292 ,"11,750 ","53,229 ","11,751 ","53,254 ",146 ,4.5 ,42.3%
Lourdes Hospital ,286 ,45 ,331 ,205 ,"10,621 ","42,325 ","10,587 ","43,097 ",116 ,4.1 ,35.0%
"",866 ,45 ,911 ,700 ,"30,477 ","130,287 ","30,451 ","128,473 ",357 ,4.2 ,39.2%
2 PENNYRILE,"","","","","","","","","","",""
CHRISTIAN,"","","","","","","","","","",""
Cumberland Hall ,0 ,97 ,97 ,97 ,"1,760 ","20,383 ","1,765 ","20,589 ",56 ,11.7 ,57.6%
Jennie Stuart Medical Center ,194 ,0 ,194 ,139 ,"5,272 ","21,487 ","5,759 ","21,487 ",59 ,3.7 ,30.3%
Western State Hospital ,0 ,495 ,495 ,205 ,"2,016 ","46,192 ","2,004 ","45,431 ",127 ,22.7 ,25.6%
CRITTENDEN,"","","","","","","","","","",""
Crittenden Health System ,48 ,0 ,48 ,48 ,899 ,"3,655 ",892 ,"4,067 ",10 ,4.6 ,20.9%
HOPKINS,"","","","","","","","","","",""
Baptist Health Madisonville ,348 ,22 ,370 ,146 ,"7,325 ","34,058 ","7,286 ","33,918 ",93 ,4.7 ,25.2%
MUHLENBERG,"","","","","","","","","","",""
Muhlenberg Community Hospital ,90 ,0 ,90 ,90 ,"1,436 ","6,232 ","1,430 ","6,302 ",17 ,4.4 ,19.0%
"",680 ,614 ,"1,294 ",725 ,"18,708 ","132,007 ","19,136 ","131,794 ",362 ,6.9 ,27.9%
3 GREEN RIVER,"","","","","","","","","","",""
DAVIESS,"","","","","","","","","","",""
Owensboro Medical Health System ,415 ,12 ,427 ,312 ,"15,394 ","66,676 ","15,392 ","67,243 ",183 ,4.4 ,42.8%
River Valley Behavioral Health ,0 ,80 ,80 ,80 ,691 ,"5,570 ",684 ,"4,630 ",15 ,6.8 ,19.1%
HENDERSON,"","","","","","","","","","",""
Methodist Hospital ,184 ,8 ,192 ,184 ,"4,343 ","17,980 ","4,332 ","17,577 ",49 ,4.1 ,25.7%
"",599 ,100 ,699 ,576 ,"20,428 ","90,226 ","20,408 ","89,450 ",247 ,4.4 ,35.4%
4 BARREN RIVER,"","","","","","","","","","",""
BARREN,"","","","","","","","","","",""
T J Samson Community Hospital ,180 ,0 ,180 ,180 ,"5,581 ","18,068 ","5,603 ","18,056 ",50 ,3.2 ,27.5%
LOGAN,"","","","","","","","","","",""
Logan Memorial Hospital ,75 ,0 ,75 ,52 ,"1,152 ","4,988 ","1,091 ","4,988 ",14 ,4.6 ,18.2%
MONROE,"","","","","","","","","","",""
Monroe County Medical Center ,49 ,0 ,49 ,49 ,"1,457 ","6,850 ","1,446 ","6,788 ",19 ,4.7 ,38.3%
WARREN,"","","","","","","","","","",""
Greenview Regional Hospital ,211 ,0 ,211 ,211 ,"4,357 ","15,740 ","4,344 ","15,753 ",43 ,3.6 ,20.4%
Rivendell Behavioral Health Services ,0 ,125 ,125 ,125 ,"1,201 ","24,963 ","1,191 ","24,396 ",68 ,20.5 ,54.7%
The Medical Center At Bowling Green ,285 ,24 ,309 ,309 ,"15,838 ","82,977 ","15,883 ","82,687 ",227 ,5.2 ,73.6%
"",800 ,149 ,949 ,926 ,"29,586 ","153,586 ","29,558 ","152,668 ",421 ,5.2 ,44.3%
5 LINCOLN TRAIL,"","","","","","","","","","",""
GRAYSON,"","","","","","","","","","",""
Twin Lakes Regional Medical Center ,75 ,0 ,75 ,75 ,"3,103 ","11,188 ","3,097 ","11,133 ",31 ,3.6 ,40.9%
HARDIN,"","","","","","","","","","",""
Hardin Memorial Hospital ,270 ,15 ,285 ,253 ,"12,702 ","52,867 ","12,679 ","52,562 ",145 ,4.1 ,50.8%
Lincoln Trail Behavioral Health System ,0 ,111 ,111 ,111 ,"1,416 ","15,673 ","1,429 ","15,630 ",43 ,10.9 ,38.7%
MARION,"","","","","","","","","","",""
Spring View Hospital ,75 ,0 ,75 ,75 ,"1,480 ","4,903 ","1,471 ","4,969 ",13 ,3.4 ,17.9%
NELSON,"","","","","","","","","","",""
Flaget Memorial Hospital ,52 ,0 ,52 ,40 ,"1,938 ","6,252 ","1,946 ","6,524 ",17 ,3.4 ,32.9%
"",472 ,126 ,598 ,554 ,"20,639 ","90,883 ","20,622 ","90,818 ",249 ,4.4 ,41.6%
6 KIPDA,"","","","","","","","","","",""
JEFFERSON,"","","","","","","","","","",""
Baptist Health Louisville ,468 ,22 ,490 ,490 ,"24,752 ","123,605 ","25,969 ","130,142 ",339 ,5.0 ,69.1%
Central State Hospital ,0 ,192 ,192 ,112 ,791 ,"18,234 ",801 ,"20,151 ",50 ,25.2 ,26.0%
Jewish Hospital & St Mary's Healthcare ,412 ,20 ,432 ,320 ,"16,590 ","87,716 ","16,579 ","87,583 ",240 ,5.3 ,55.6%
Norton Audubon Hospital ,432 ,0 ,432 ,288 ,"14,124 ","74,006 ","14,088 ","73,774 ",203 ,5.2 ,46.9%
Norton Brownsboro Hospital ,127 ,0 ,127 ,118 ,"7,330 ","27,297 ","7,313 ","27,487 ",75 ,3.8 ,58.9%
Norton Hsp/Kosair Chdrn Hsp/Norton ,859 ,46 ,905 ,646 ,"27,935 ","167,759 ","27,937 ","167,247 ",460 ,6.0 ,50.8%
Healthcare Pav,"","","","","","","","","","",""
Norton Suburban Hospital ,373 ,0 ,373 ,368 ,"13,746 ","62,565 ","13,691 ","61,550 ",171 ,4.5 ,46.0%
Our Lady of Peace ,0 ,396 ,396 ,221 ,"8,356 ","59,425 ","8,377 ","60,995 ",163 ,7.3 ,41.1%
Saints Mary And Elizabeth Hospital ,298 ,0 ,298 ,174 ,"9,082 ","37,461 ","9,077 ","37,465 ",103 ,4.1 ,34.4%
The Brook Hospital ,0 ,86 ,86 ,86 ,"1,414 ","15,564 ","1,420 ","15,576 ",43 ,11.0 ,49.6%
The Brook Hospital Dupont ,0 ,76 ,76 ,76 ,"1,531 ","16,510 ","1,522 ","16,610 ",45 ,10.9 ,59.5%
University Of Louisville Hospital ,384 ,20 ,404 ,329 ,"18,322 ","96,464 ","19,713 ","96,467 ",264 ,4.9 ,65.4%
OLDHAM,"","","","","","","","","","",""
Baptist Health LaGrange ,90 ,0 ,90 ,90 ,"2,382 ","8,204 ","2,634 ","8,956 ",22 ,3.4 ,25.0%
Kentucky Correctional Psychiatric Ctr ,0 ,97 ,97 ,65 ,728 ,"18,118 ",722 ,"19,105 ",50 ,26.5 ,51.2%
SHELBY,"","","","","","","","","","",""
Jewish Hospital Shelbyville ,70 ,0 ,70 ,47 ,"1,353 ","4,918 ","1,369 ","5,002 ",13 ,3.7 ,19.2%
"","3,513 ",955 ,"4,468 ","3,430 ","148,436 ","817,846 ","151,212 ","828,110 ","2,241 ",5.5 ,50.1%
7 NORTHERN KY,"","","","","","","","","","",""
BOONE,"","","","","","","","","","",""
St Elizabeth Florence ,131 ,22 ,153 ,153 ,"9,276 ","35,240 ","9,264 ","35,476 ",97 ,3.8 ,63.1%
CAMPBELL,"","","","","","","","","","",""
St Elizabeth Ft Thomas ,245 ,0 ,245 ,119 ,"6,223 ","26,834 ","6,189 ","27,137 ",74 ,4.4 ,30.0%
KENTON,"","","","","","","","","","",""
Northkey Community Care Intensive ,0 ,51 ,51 ,34 ,601 ,"3,638 ",597 ,"3,634 ",10 ,6.1 ,19.5%
Serv,"","","","","","","","","","",""
St Elizabeth Edgewood ,450 ,44 ,494 ,491 ,"26,094 ","115,682 ","26,447 ","115,955 ",317 ,4.4 ,64.2%
"",826 ,117 ,943 ,797 ,"42,194 ","181,394 ","42,497 ","182,202 ",497 ,4.3 ,52.7%
8 BUFFALO TRACE,"","","","","","","","","","",""
FLEMING,"","","","","","","","","","",""
Fleming County Hospital ,52 ,0 ,52 ,52 ,"1,222 ","4,067 ","1,222 ","4,071 ",11 ,3.3 ,21.4%
