1 PURCHASE,"","","","","","","","","","",""
Baptist Health Paducah ,349 ,0 ,349 ,292 ,"11,691 ","53,894 ","11,676 ","53,904 ",148 ,4.6 ,42.3%
Jackson Purchase Medical Center ,107 ,0 ,107 ,93 ,"3,189 ","14,578 ","3,176 ","14,526 ",40 ,4.6 ,37.3%
Lourdes Hospital ,286 ,45 ,331 ,203 ,"10,662 ","43,603 ","10,675 ","44,345 ",119 ,4.2 ,36.1%
Murray Calloway County Hospital ,128 ,0 ,128 ,110 ,"4,220 ","17,871 ","4,178 ","18,243 ",49 ,4.4 ,38.3%
Parkway Regional Hospital ,50 ,0 ,50 ,50 ,885 ,"2,980 ",890 ,"2,970 ",8 ,3.3 ,16.3%
"",920 ,45 ,965 ,748 ,"30,647 ","132,926 ","30,595 ","133,988 ",364 ,4.4 ,37.7%
2 PENNYRILE,"","","","","","","","","","",""
Baptist Health Madisonville ,348 ,22 ,370 ,156 ,"7,709 ","33,194 ","7,705 ","33,050 ",91 ,4.3 ,24.6%
Crittenden Health System ,48 ,0 ,48 ,48 ,"1,109 ","3,161 ","1,088 ","4,594 ",9 ,4.2 ,18.0%
Cumberland Hall ,0 ,97 ,97 ,97 ,"1,709 ","20,950 ","1,706 ","20,657 ",57 ,12.1 ,59.2%
Jennie Stuart Medical Center ,194 ,0 ,194 ,139 ,"5,645 ","25,135 ","5,569 ","25,120 ",69 ,4.5 ,35.5%
Muhlenberg Community Hospital ,90 ,0 ,90 ,90 ,"1,381 ","5,789 ","1,376 ","5,924 ",16 ,4.3 ,17.6%
Western State Hospital ,0 ,495 ,495 ,205 ,"2,030 ","41,218 ","2,035 ","40,115 ",113 ,19.7 ,22.8%
"",680 ,614 ,"1,294 ",735 ,"19,583 ","129,447 ","19,479 ","129,460 ",355 ,6.6 ,27.4%
3 GREEN RIVER,"","","","","","","","","","",""
Methodist Hospital ,184 ,8 ,192 ,184 ,"4,768 ","22,331 ","4,797 ","23,542 ",61 ,4.9 ,31.9%
Owensboro Medical Health System ,415 ,12 ,427 ,312 ,"15,778 ","67,291 ","15,886 ","68,053 ",184 ,4.3 ,43.2%
River Valley Behavioral Health ,0 ,80 ,80 ,80 ,509 ,"5,335 ",536 ,"5,669 ",15 ,10.6 ,18.3%
"",599 ,100 ,699 ,576 ,"21,055 ","94,957 ","21,219 ","97,264 ",260 ,4.6 ,37.2%
4 BARREN RIVER,"","","","","","","","","","",""
Greenview Regional Hospital ,211 ,0 ,211 ,211 ,"3,729 ","14,968 ","3,707 ","14,785 ",41 ,4.0 ,19.4%
