Jackson Purchase Medical Center ,107 ,0 ,107 ,107 ,"5,414 ","20,440 ","5,390 ","19,846 ",56 ,3.7 ,52.3%
Lourdes Hospital ,286 ,45 ,331 ,208 ,"9,617 ","44,637 ","9,587 ","45,856 ",122 ,4.8 ,36.9%
Murray Calloway County Hospital ,140 ,0 ,140 ,105 ,"5,232 ","22,764 ","5,213 ","23,228 ",62 ,4.5 ,44.5%
Parkway Regional Hospital ,50 ,0 ,50 ,50 ,"1,500 ","4,576 ","1,485 ","4,944 ",13 ,3.3 ,25.1%
Western Baptist Hospital ,349 ,0 ,349 ,288 ,"14,036 ","67,424 ","14,026 ","67,260 ",185 ,4.8 ,52.9%
Crittenden County  Hospital ,48 ,0 ,48 ,48 ,"1,778 ","6,139 ","1,777 ","6,093 ",17 ,3.4 ,35.0%
FHC Cumberland Hall ,0 ,48 ,48 ,48 ,"1,101 ","15,201 ","1,089 ","14,227 ",42 ,13.1 ,86.8%
Jennie Stuart Medical Center ,194 ,0 ,194 ,139 ,"7,198 ","31,328 ","7,926 ","32,820 ",86 ,4.1 ,44.2%
Muhlenberg Community Hospital ,90 ,0 ,90 ,90 ,"3,087 ","11,150 ","3,089 ","11,131 ",31 ,3.6 ,33.9%
Regional Medical Center of Hopkins Co ,348 ,22 ,370 ,267 ,"9,682 ","41,860 ","9,514 ","41,860 ",115 ,4.4 ,31.0%
Western State Hospital ,0 ,495 ,495 ,222 ,"2,391 ","49,450 ","2,409 ","44,365 ",135 ,18.4 ,27.4%
Methodist Hospital ,184 ,8 ,192 ,192 ,"6,640 ","29,755 ","6,661 ","29,804 ",82 ,4.5 ,42.5%
Owensboro Medical Health System ,415 ,12 ,427 ,303 ,"17,803 ","65,547 ","17,862 ","65,547 ",180 ,3.7 ,42.1%
River Valley Behavioral Health ,0 ,80 ,80 ,80 ,674 ,"16,806 ",661 ,"16,806 ",46 ,25.4 ,57.6%
4,"","","","","","","","","","",""
Greenview Regional Hospital ,211 ,0 ,211 ,211 ,"4,343 ","17,151 ","4,374 ","17,849 ",47 ,4.1 ,22.3%
Logan Memorial Hospital ,92 ,0 ,92 ,57 ,"1,841 ","6,967 ","1,830 ","6,934 ",19 ,3.8 ,20.7%
Monroe County Medical Center ,49 ,0 ,49 ,49 ,"2,580 ","10,356 ","2,561 ","10,276 ",28 ,4.0 ,57.9%
Rivendell Behavioral Health Services ,0 ,84 ,84 ,84 ,412 ,"25,130 ",411 ,"25,653 ",69 ,62.4 ,82.0%
T J Samson Community Hospital ,165 ,15 ,180 ,165 ,"8,327 ","28,855 ","8,308 ","28,931 ",79 ,3.5 ,43.9%
The Medical Center at Bowling Green ,266 ,36 ,302 ,284 ,"15,369 ","71,515 ","15,418 ","76,178 ",196 ,4.9 ,64.9%
"",783 ,135 ,918 ,850 ,"32,872 ","159,974 ","32,902 ","165,821 ",438 ,5.0 ,47.7%
5,"","","","","","","","","","",""
Flaget Memorial Hospital ,40 ,0 ,40 ,40 ,"2,623 ","8,722 ","2,623 ","8,723 ",24 ,3.3 ,59.7%
Hardin Memorial Hospital ,270 ,15 ,285 ,253 ,"12,181 ","56,489 ","12,172 ","56,359 ",155 ,4.6 ,54.3%
Lincoln Trail Behavioral Health Sy stem ,0 ,59 ,59 ,59 ,818 ,"17,467 ",816 ,"16,217 ",48 ,19.9 ,81.1%
Spring View Hospital ,75 ,0 ,75 ,75 ,"2,144 ","7,285 ","2,130 ","7,381 ",20 ,3.5 ,26.6%
Twin Lakes Regional Medical Center ,75 ,0 ,75 ,75 ,"2,846 ","11,844 ","2,838 ","11,787 ",32 ,4.2 ,43.3%
"",460 ,74 ,534 ,502 ,"20,612 ","101,807 ","20,579 ","100,467 ",279 ,4.9 ,52.2%
6,"","","","","","","","","","",""
Baptist Hospital East ,356 ,22 ,378 ,378 ,"26,667 ","118,220 ","26,641 ","118,633 ",324 ,4.5 ,85.7%
Baptist Hospital Northeast ,90 ,0 ,90 ,90 ,"3,185 ","12,046 ","3,183 ","12,255 ",33 ,3.9 ,36.7%
Central State Hospital ,0 ,192 ,192 ,123 ,"1,104 ","39,607 ","1,101 ","37,516 ",109 ,34.1 ,56.5%
Jewish Hospital ,412 ,0 ,412 ,412 ,"20,990 ","125,518 ","20,977 ","124,904 ",344 ,6.0 ,83.5%
Jewish Hospital Shelbyville ,70 ,0 ,70 ,67 ,"2,685 ","12,005 ","3,703 ","12,032 ",33 ,3.2 ,47.0%
Kentucky Correctional Psychiatric Ctr ,0 ,97 ,97 ,85 ,585 ,"27,983 ",575 ,"28,737 ",77 ,50.0 ,79.0%
Norton Audubon Hospital ,432 ,0 ,432 ,285 ,"14,249 ","77,148 ","14,280 ","77,312 ",211 ,5.4 ,48.9%
Norton Hsp/Kosair Chdrn Hsp/Norton ,889 ,66 ,955 ,652 ,"26,980 ","154,783 ","26,959 ","156,346 ",424 ,5.8 ,44.4%
Norton Southwest Hospital ,127 ,0 ,127 ,0 ,141 ,446 ,147 ,416 ,1 ,2.8 ,1.0%
Norton Suburban Hospital ,343 ,0 ,343 ,330 ,"17,123 ","81,927 ","17,140 ","82,425 ",224 ,4.8 ,65.4%
Our Lady of Peace ,0 ,416 ,416 ,246 ,"3,981 ","80,111 ","3,970 ","60,030 ",219 ,15.1 ,52.8%
Saints Mary and Elizabeth Hospital ,298 ,0 ,298 ,192 ,"10,733 ","53,248 ","10,691 ","53,038 ",146 ,5.0 ,49.0%
Ten Broeck Dupont ,0 ,54 ,54 ,54 ,"1,100 ","18,771 ","1,104 ","18,331 ",51 ,16.6 ,95.2%
Ten Broeck Hospital ,0 ,80 ,80 ,82 ,"1,222 ","28,720 ","1,303 ","29,037 ",79 ,22.3 ,98.4%
University of Louisville Hospital ,364 ,40 ,404 ,347 ,"15,589 ","100,303 ","15,594 ","100,034 ",275 ,6.4 ,68.0%
"","3,381 ",967 ,"4,348 ","3,343 ","146,334 ","930,836 ","147,368 ","911,046 ","2,550 ",6.2 ,58.7%
7,"","","","","","","","","","",""
Northkey Community Care ,0 ,51 ,51 ,30 ,385 ,"6,045 ",390 ,"6,048 ",17 ,15.5 ,32.5%
St Elizabeth Medical Center North ,85 ,8 ,93 ,8 ,919 ,"3,425 ",932 ,"3,647 ",9 ,3.9 ,10.1%
St Elizabeth Medical Center South ,436 ,44 ,480 ,444 ,"25,347 ","109,767 ","25,346 ","111,037 ",301 ,4.4 ,62.7%
St Luke Hospital East ,251 ,0 ,251 ,163 ,"7,344 ","35,789 ","7,339 ","35,834 ",98 ,4.9 ,39.1%
St Luke Hospital West ,139 ,22 ,161 ,161 ,"8,960 ","38,831 ","8,881 ","38,545 ",106 ,4.3 ,66.1%
"",911 ,125 ,"1,036 ",806 ,"42,955 ","193,857 ","42,888 ","195,111 ",531 ,4.5 ,51.3%
8,"","","","","","","","","","",""
Fleming County Hospital ,52 ,0 ,52 ,52 ,"2,082 ","8,917 ","2,081 ","8,917 ",24 ,4.3 ,47.0%
Meadowview Regional Medical Center ,101 ,0 ,101 ,86 ,"3,604 ","9,966 ","3,595 ","9,956 ",27 ,2.8 ,27.0%
9,"","","","","","","","","","",""
Mary  Chiles Hospital ,56 ,0 ,56 ,56 ,"2,000 ","6,662 ","1,987 ","6,588 ",18 ,3.3 ,32.6%
St Claire Medical Center ,119 ,20 ,139 ,139 ,"5,095 ","18,133 ","5,085 ","18,073 ",50 ,3.6 ,35.7%
"",175 ,20 ,195 ,195 ,"7,095 ","24,795 ","7,072 ","24,661 ",68 ,3.5 ,34.8%
10,"","","","","","","","","","",""
Kings Daughters Medical Center ,321 ,27 ,348 ,348 ,"23,247 ","98,779 ","23,241 ","98,213 ",271 ,4.2 ,77.8%
Our Lady of Bellefonte Hospital ,174 ,16 ,190 ,190 ,"7,547 ","30,124 ","7,559 ","30,102 ",83 ,4.0 ,43.4%
Three Rivers Medical Center ,71 ,19 ,90 ,90 ,"5,254 ","18,196 ","5,254 ","18,196 ",50 ,3.5 ,55.4%
"",566 ,62 ,628 ,628 ,"36,048 ","147,099 ","36,054 ","146,511 ",403 ,4.1 ,64.2%
11,"","","","","","","","","","",""
Highlands Regional Medical Center ,154 ,12 ,166 ,125 ,"6,801 ","26,698 ","6,807 ","26,697 ",73 ,3.9 ,44.1%
Paul B Hall Regional Medical Center ,72 ,0 ,72 ,72 ,"4,230 ","16,400 ","4,224 ","16,157 ",45 ,3.8 ,62.4%
Pikeville Medical Center ,221 ,0 ,221 ,212 ,"7,432 ","37,212 ","7,446 ","37,368 ",102 ,5.0 ,46.1%
Williamson ARH Hospital ,113 ,0 ,113 ,88 ,"3,620 ","18,661 ","3,668 ","18,312 ",51 ,5.0 ,45.2%
"",560 ,12 ,572 ,497 ,"22,083 ","98,971 ","22,145 ","98,534 ",271 ,4.4 ,47.4%
12,"","","","","","","","","","",""
Hazard ARH Regional Medical Center ,188 ,100 ,288 ,292 ,"13,836 ","81,505 ","14,370 ","81,262 ",223 ,5.7 ,77.5%
Kentucky River Medical Center ,55 ,0 ,55 ,55 ,"4,518 ","11,865 ","4,514 ","12,944 ",33 ,2.9 ,59.1%
Whitesburg ARH Hospital ,90 ,0 ,90 ,75 ,"3,927 ","14,364 ","3,970 ","14,462 ",39 ,3.6 ,43.7%
"",333 ,100 ,433 ,422 ,"22,281 ","107,734 ","22,854 ","108,668 ",295 ,4.8 ,68.2%
13,"","","","","","","","","","",""
Baptist Regional Medical Center ,162 ,34 ,196 ,196 ,"8,388 ","41,069 ","8,364 ","40,761 ",113 ,4.9 ,57.4%
Harlan ARH Hospital ,130 ,20 ,150 ,130 ,"4,894 ","18,328 ","4,967 ","18,591 ",50 ,3.7 ,33.5%
